1	1	1	\N	1	1	2008-08-29 08:10:55.619165+02
2	2	1	\N	1	1	2008-08-29 08:10:55.619165+02
3	3	1	\N	1	1	2008-08-29 08:10:55.619165+02
4	4	1	\N	1	1	2008-08-29 08:10:55.619165+02
5	5	1	\N	1	1	2008-08-29 08:10:55.619165+02
6	6	1	\N	1	1	2008-08-29 08:10:55.619165+02
7	7	1	\N	1	1	2008-08-29 08:10:55.619165+02
8	8	1	\N	1	1	2008-08-29 08:10:55.619165+02
9	9	1	\N	1	1	2008-08-29 08:10:55.619165+02
10	10	1	\N	1	1	2008-08-29 08:10:55.619165+02
11	11	1	\N	1	1	2008-08-29 08:10:55.619165+02
12	12	1	\N	1	1	2008-08-29 08:10:55.619165+02
13	13	1	\N	1	1	2008-08-29 08:10:55.619165+02
14	14	1	\N	1	1	2008-08-29 08:10:55.619165+02
15	15	1	\N	1	1	2008-08-29 08:10:55.619165+02
16	16	1	\N	1	1	2008-08-29 08:10:55.619165+02
17	17	1	\N	1	1	2008-08-29 08:10:55.619165+02
18	18	1	\N	1	1	2008-08-29 08:10:55.619165+02
19	19	1	\N	1	1	2008-08-29 08:10:55.619165+02
20	20	1	\N	1	1	2008-08-29 08:10:55.619165+02
21	21	1	\N	1	1	2008-08-29 08:10:55.619165+02
22	22	1	\N	1	1	2008-08-29 08:10:55.619165+02
23	23	1	\N	1	1	2008-08-29 08:10:55.619165+02
24	24	1	\N	1	1	2008-08-29 08:10:55.619165+02
25	25	1	\N	1	1	2008-08-29 08:10:55.619165+02
26	26	1	\N	1	1	2008-08-29 08:10:55.619165+02
27	27	1	\N	1	1	2008-08-29 08:10:55.619165+02
28	28	1	\N	1	1	2008-08-29 08:10:55.619165+02
29	29	1	\N	1	1	2008-08-29 08:10:55.619165+02
30	30	1	\N	1	1	2008-08-29 08:10:55.619165+02
31	31	1	\N	1	1	2008-08-29 08:10:55.619165+02
32	32	1	\N	1	1	2008-08-29 08:10:55.619165+02
33	33	1	\N	1	1	2008-08-29 08:10:55.619165+02
34	34	1	\N	1	1	2008-08-29 08:10:55.619165+02
35	35	1	\N	1	1	2008-08-29 08:10:55.619165+02
36	36	1	\N	1	1	2008-08-29 08:10:55.619165+02
37	37	1	\N	1	1	2008-08-29 08:10:55.619165+02
38	38	1	\N	1	1	2008-08-29 08:10:55.619165+02
39	39	1	\N	1	1	2008-08-29 08:10:55.619165+02
40	40	1	\N	1	1	2008-08-29 08:10:55.619165+02
41	41	1	\N	1	1	2008-08-29 08:10:55.619165+02
42	42	1	\N	1	1	2008-08-29 08:10:55.619165+02
43	43	1	\N	1	1	2008-08-29 08:10:55.619165+02
44	44	1	\N	1	1	2008-08-29 08:10:55.619165+02
45	45	1	\N	1	1	2008-08-29 08:10:55.619165+02
46	46	1	\N	1	1	2008-08-29 08:10:55.619165+02
47	47	1	\N	1	1	2008-08-29 08:10:55.619165+02
48	48	1	\N	1	1	2008-08-29 08:10:55.619165+02
49	49	1	\N	1	1	2008-08-29 08:10:55.619165+02
50	50	1	\N	1	1	2008-08-29 08:10:55.619165+02
51	51	1	\N	1	1	2008-08-29 08:10:55.619165+02
52	52	1	\N	1	1	2008-08-29 08:10:55.619165+02
53	53	1	\N	1	1	2008-08-29 08:10:55.619165+02
54	54	1	\N	1	1	2008-08-29 08:10:55.619165+02
55	55	1	\N	1	1	2008-08-29 08:10:55.619165+02
56	56	1	\N	1	1	2008-08-29 08:10:55.619165+02
57	57	1	\N	1	1	2008-08-29 08:10:55.619165+02
58	58	1	\N	1	1	2008-08-29 08:10:55.619165+02
59	59	1	\N	1	1	2008-08-29 08:10:55.619165+02
60	60	1	\N	1	1	2008-08-29 08:10:55.619165+02
61	61	1	\N	1	1	2008-08-29 08:10:55.619165+02
62	62	1	\N	1	1	2008-08-29 08:10:55.619165+02
63	63	1	\N	1	1	2008-08-29 08:10:55.619165+02
64	64	1	\N	1	1	2008-08-29 08:10:55.619165+02
65	65	1	\N	1	1	2008-08-29 08:10:55.619165+02
66	66	1	\N	1	1	2008-08-29 08:10:55.619165+02
67	67	1	\N	1	1	2008-08-29 08:10:55.619165+02
68	68	1	\N	1	1	2008-08-29 08:10:55.619165+02
69	69	1	\N	1	1	2008-08-29 08:10:55.619165+02
70	70	1	\N	1	1	2008-08-29 08:10:55.619165+02
71	72	1	\N	1	1	2008-08-29 08:10:55.619165+02
72	73	1	\N	1	1	2008-08-29 08:10:55.619165+02
73	71	2	\N	1	1	2008-08-29 08:10:55.619165+02
74	91	2	\N	1	1	2008-08-29 08:10:55.619165+02
75	92	2	\N	1	1	2008-08-29 08:10:55.619165+02
